,REGISTRY_COD,INSTALLATION_NAME,INSTALLATION_IDENTIFIER,PERMIT_IDENTIFIER,MAIN_ACTIVITY_TYPE_CODE,COMPLIANCE_CODE,COMPLIANCE_STATUS_LATEST_YEAR,TOTAL_VERIFIED_EMISSIONS,TOTAL_SURRENDERED_ALLOWANCES,YEAR_OF_FIRST_EMISSIONS,YEAR_OF_LAST_EMISSIONS,ACCOUNT_CLOSURE,url_id,lat,lon
490,BE,Meerhout Polymers Plant,177,VL129,42,A,2018,167283,167283,2005,NOT SET,OPEN,94244.0,51.1028323,5.060620999999999
491,BE,Metallo Belgium,428,VL507,28,A,2018,208018,208018,2008,NOT SET,OPEN,94062.0,51.3178309,4.8174107
494,BE,Monsanto Europe,289,VL119,42,A,2018,1487154,1487154,2005,NOT SET,OPEN,93970.0,51.314684,4.289069899999999
499,BE,NLMK Clabecq,22,WAI044P071,25,A,2018,339963,339963,2005,NOT SET,OPEN,94070.0,50.67782099999999,4.2293017
500,BE,NLMK La Louvière,181,WAI043P014,25,A,2018,780434,780434,2005,NOT SET,OPEN,94248.0,50.4801927,4.171660399999999
502,BE,Nelissen Steenfabrieken,37,VL717,32,A,2018,170664,170664,2005,NOT SET,OPEN,94101.0,50.8398035,5.624978599999999
503,BE,Nippon Shokubai Europe,204481,VL150,42,A,2018,17287,17287,2013,NOT SET,OPEN,109967.0,51.232566,4.3184387
506,BE,Nyrstar Site Overpelt,42,VL504,28,A,2015,28856,28856,2005,2015,20-JUN-2016,94109.0,51.2337551,5.396973699999999
511,BE,Ostend Basic Chemicals,306,VL126,42,A,2018,294643,294643,2005,NOT SET,OPEN,93987.0,51.2127912,2.9786505
514,BE,Petroplus Refining Antwerp Bitumen,209,VL195,21,A,2018,234501,234501,2005,NOT SET,OPEN,94276.0,51.2498291,4.368393
515,BE,Picanol-Proferro,203011,VL521,25,A,2018,116696,116696,2013,NOT SET,OPEN,"108137,94207",50.847109,2.9035816
516,BE,Pittsburgh Corning Europe,38,VL902,31,A,2018,133989,133989,2005,NOT SET,OPEN,94103,51.0705559,5.1632557
517,BE,Ploegsteert Barry,31,WAI086P068,32,A,2018,46716,46716,2005,NOT SET,OPEN,94089,50.5933918,3.5354931
518,BE,Ploegsteert Site Afma Ploegsteert,32,WAI087P066,32,A,2018,105146,105146,2005,NOT SET,OPEN,94092,50.7084537,2.8938173
519,BE,Ploegsteert Site Bristal Ploegsteert,33,WAI088P066,32,A,2018,70518,70518,2005,NOT SET,OPEN,94093,50.7084537,2.8938173
520,BE,Ploegsteert Warneton (La Lys),34,WAI089P067,32,A,2014,0,0,2005,2014,17-DEC-2015,94095,50.726081,2.9255172
522,BE,Prayon Engis,149,WAI090P074,42,A,2018,389569,389569,2005,NOT SET,OPEN,94216,50.578029,5.3949616
528,BE,Ramet - Galvanisation,107,WAI148P044,25,A,2017,45195,45195,2005,2017,24-NOV-2017,94174,50.5860208,5.4470021
530,BE,Riva Aciérie électrique Thy Marcinelle,238,WAI094P082,24,A,2018,555994,555994,2005,NOT SET,OPEN,94305,50.4095263,4.4342085
532,BE,RÜTGERS Belgium,760,VL101B,42,A,2018,459301,459301,2011,NOT SET,OPEN,94057,51.2040885,3.80442
538,BE,SVK,132,VL720,32,A,2014,202,202,2005,2014,14-DEC-2015,94199,51.1656735,4.1295551
539,BE,Sadepan Chimica nv,205734,VL159,42,A,2018,60667,60667,2013,NOT SET,OPEN,111016,50.9328241,5.4773605
540,BE,Sappi,192,VL306,36,A,2018,1098626,1098626,2005,NOT SET,OPEN,94259,50.8827787,5.6397759
541,BE,Segal Ivoz Ramet,197,WAI100P073,25,A,2018,169437,169437,2005,NOT SET,OPEN,94264,50.5853086,5.439930899999999
543,BE,Site Balen,39,VL503,28,A,2018,147318,147318,2005,NOT SET,OPEN,94105,51.1972063,5.2306637
545,BE,Sofidel Benelux,122,VL302,36,A,2018,179557,179557,2005,NOT SET,OPEN,94189,51.08743630000001,4.4901446
549,BE,St Gobain Verre plat Auvelais,48,WAI097P100,31,A,2013,20893,20893,2005,2013,16-DEC-2015,94115,50.4500779,4.6192209
550,BE,Steinzeug - Keramo,201,VL790,32,A,2018,57380,57380,2005,NOT SET,OPEN,94268,50.948114,5.342594999999999
552,BE,Stora Enso Langerbrugge,179,VL301,36,A,2018,667782,667782,2005,NOT SET,OPEN,94246,51.1094898,3.7334003
559,BE,Terca Beerse,214,VL701,32,A,2018,298742,298742,2005,NOT SET,OPEN,94281,51.32519,4.8134695
560,BE,Terca Nova,228,VL703,32,A,2018,126664,126664,2005,NOT SET,OPEN,94295,51.330665,4.879366999999999
561,BE,Terca Quirijnen,185,VL704,32,A,2018,33346,33346,2005,NOT SET,OPEN,94252,51.30236730000001,4.6594158
562,BE,Terca Rumst,271,VL722,32,A,2018,183527,183527,2005,NOT SET,OPEN,94381,51.0806102,4.406533
563,BE,Terca Schouterden,163,VL706,32,A,2018,23981,23981,2005,NOT SET,OPEN,94230,51.1027861,5.795183199999999
564,BE,Terca Tessenderlo,245,VL709,32,A,2016,43444,43444,2005,2016,21-JUN-2017,94312,51.0659804,5.1600379
565,BE,Terca Zonnebeke,141,VL710,32,A,2018,207013,207013,2005,NOT SET,OPEN,94208,50.871119,2.966525
570,BE,Total Olefins Antwerp,222,VL132,42,A,2018,4913163,4913163,2005,NOT SET,OPEN,94289,51.25471659999999,4.3319456
572,BE,Total Polymers Antwerpen,223,VL114,42,A,2018,174050,174050,2005,NOT SET,OPEN,94290,51.2418643,4.375691199999999
573,BE,Total Raffinaderij Antwerpen,127,VL192,21,A,2018,22087072,22087072,2005,NOT SET,OPEN,94194,51.27426639999999,4.3260384
574,BE,Trinseo Belgium,205438,VL165,42,A,2018,45339,45339,2013,NOT SET,OPEN,110703,51.0677339,5.1622156
575,BE,Tuileries du Hainaut Mouscron,278,WAI132P090,32,A,2018,59562,59562,2005,NOT SET,OPEN,93959,50.7598889,3.2324052
577,BE,URSA Benelux,239,VL904,33,A,2018,75739,75739,2005,NOT SET,OPEN,94306,50.8979656,3.3700262
581,BE,Umicore site Hoboken,40,VL501,28,A,2018,1255867,1255867,2005,NOT SET,OPEN,94107,51.1677116,4.3351953
582,BE,Umicore site Olen,41,VL502,28,A,2018,444871,444871,2005,NOT SET,OPEN,94108,51.179351,4.890258999999999
589,BE,Usine d'Hermalle,119,WAI045P085,30,A,2018,6377093,6377093,2005,NOT SET,OPEN,94186,50.56745009999999,5.364691
590,BE,Usine de Namêche,205,WAI041P017,30,A,2018,1406394,1406394,2005,NOT SET,OPEN,94272,50.4712487,4.9947316
591,BE,Usine de On,45,WAI074P099,30,A,2018,2735590,2735590,2005,NOT SET,OPEN,94112,50.22757439999999,5.3453738
595,BE,VPK Paper,277,VL303,36,A,2018,1235426,1235426,2005,NOT SET,OPEN,93958,51.014543,4.067300299999999
596,BE,Vande Moortel,14,VL719,32,A,2018,169962,169962,2005,NOT SET,OPEN,94052,50.861261,3.624966399999999
597,BE,Vandersanden - Lanklaar,213,VL715,32,A,2018,159384,159384,2005,NOT SET,OPEN,94280,51.0174946,5.7124145
598,BE,Vandersanden - Spouwen,253,VL713,32,A,2018,179726,179726,2005,NOT SET,OPEN,94325,50.8646,5.5375
600,BE,Virginal Paper,21,WAI015P076,36,A,2018,346940,346940,2005,NOT SET,OPEN,94067,50.6411186,4.2112433
603,BE,Vynova Belgium ECU Plant,205762,VL141,42,A,2018,6676,6676,2013,NOT SET,OPEN,110990,51.061612,5.093921
604,BE,Vynova Belgium VCM Plant,173,VL143,42,A,2018,1023535,1023535,2005,NOT SET,OPEN,94240,51.0601159,5.092942799999999
607,BE,Wienerberger - divisie Lanaken,244,VL711,32,A,2018,62388,62388,2005,NOT SET,OPEN,94311,50.8602505,5.6252192
609,BE,Yara Tertre,58,WAI070P055,38,A,2018,4782218,4782218,2005,NOT SET,OPEN,94125,50.47830949999999,3.8029909
621,BG,ALCOMET AD,73,BG-P139,28,A,2018,135515,135515,2007,NOT SET,OPEN,105852,43.2767,26.9292
623,BG,Agropolychim,33,BG-P94,38,A,2018,2965997,2965997,2007,NOT SET,OPEN,105812,43.2222,27.5694
624,BG,Aurubis Bulgaria AD,19,BG-P114,28,A,2018,260364,260364,2007,NOT SET,OPEN,105798,42.7,24.1833
625,BG,BA Glass Bulgaria SA Plovdiv,59,BG-P24,31,A,2018,687736,687811,2007,NOT SET,OPEN,105838,42.1683147,24.7397528
626,BG,BA Glass Bulgaria SA Sofia,60,BG-P74,31,A,2018,217005,217005,2007,NOT SET,OPEN,105839,42.736608,23.329858
627,BG,Balgarska Petrolna Rafineria,10,BG-P119,21,A,2018,18690,18690,2007,NOT SET,OPEN,105789,43.411219,24.6276283
632,BG,Budeshte Butovo AD,135,BG-P141,32,B,2018,18183,15460,2008,NOT SET,OPEN,105918,43.30044,25.22682
634,BG,Calcit,67,BG-P25,30,A,2018,460804,460804,2007,NOT SET,OPEN,105846,42.0167,24.8667
644,BG,DUROPACK – TRAKIA PAPIR,99,BG-P10,36,A,2018,206450,206450,2007,NOT SET,OPEN,105878,42.2,24.3333
646,BG,Devnya Cement,57,BG-P68,29,A,2018,5160570,5160570,2007,NOT SET,OPEN,105836,43.2222,27.5694
649,BG,ET Mitko Jekov -D,100,BG-P127,32,A,2016,2020,2020,2007,2016,04-JAN-2018,105879,42.0150401,25.7239101
652,BG,Han Asparuh AD,106,BG-P57,32,A,2018,252799,252799,2007,NOT SET,OPEN,105885,43.71621,26.83072
653,BG,Han Omurtag AD,105,BG-P21,32,A,2018,183357,183357,2007,NOT SET,OPEN,105884,43.2767,26.9292
654,BG,Harmanlyiska keramika,206950,BG-P173,32,A,2018,13510,13510,2014,NOT SET,OPEN,112562,41.9333,25.9
655,BG,Holcim Bulgaria -Beli Izvor,12,BG-P91,29,A,2018,2279360,2279360,2007,NOT SET,OPEN,105791,43.21,23.5625
656,BG,INTER PIPE,34,BG-P128,1,A,2013,0,0,2007,2013,17-DEC-2014,105813,42.733883,25.48583
657,BG,Ideal Standard Bulgaria,61,BG-P77,32,A,2018,129743,129743,2007,NOT SET,OPEN,105840,43.0258,25.1136
658,BG,Insa Oil LLC,64,BG-P129,21,A,2018,46253,46253,2007,NOT SET,OPEN,105843,42.3,24.9667
659,BG,Instalacia za proizvodstvo na negasena var,203535,BG-P159,30,C,2018,NOT CALCULATED,73751,2012,NOT SET,OPEN,108821,42.8833,23.1333
660,BG,Intertrust holding EAD - Lead & zinc complex,115,BG-P113,28,C,2016,NOT CALCULATED,0,2007,2013,06-OCT-2017,105894,41.6297508,25.3943388
661,BG,KCM SA Plovdiv,97,BG-P112,28,A,2018,1346280,1346280,2007,NOT SET,OPEN,105876,43.2318158,26.4223923
662,BG,KERAM INVEST AD-Sliven,125,BG-P9,32,A,2018,45866,45866,2007,NOT SET,OPEN,105904,42.6858,26.3292
663,BG,KERAMINGENERING-klon KZ BAGRENCI,38,BG-P48,32,A,2018,2309,2309,2007,NOT SET,OPEN,105817,42.2803,22.7608
664,BG,KOSTENETS PAPER MILL,107,BG-P117,36,A,2018,81784,81784,2007,NOT SET,OPEN,105886,42.3,23.8667
667,BG,KZ Razdelna,145,BG-P149,32,C,2014,NOT CALCULATED,0,2009,2014,25-MAY-2015,105937,43.1689486,27.624766
668,BG,Keramat-Divdyadovo,18,BG-P11,32,A,2016,0,0,2007,2016,25-AUG-2017,105797,43.2767,26.9292
669,BG,Keramat-Kaspichan,16,BG-P12,32,A,2018,54842,54842,2007,NOT SET,OPEN,105795,43.3167,27.1667
670,BG,Keramichen Zavod Dermantsy,58,BG-P41,32,A,2018,0,0,2007,NOT SET,OPEN,105837,43.15,24.2833
671,BG,Keramichen Zavod Dragovishtica Keramengeneering,114,BG-P51,32,A,2016,1856,1856,2007,2016,28-APR-2017,105893,42.3714,22.6503
672,BG,Keramichna kashta Straldja EOOD,123,BG-P64,32,A,2018,9251,9251,2007,NOT SET,OPEN,105902,42.6,26.6833
673,BG,Keramik – GT JSC,98,BG-P122,32,A,2018,2566,2566,2007,NOT SET,OPEN,105877,43.7195,28.0825
674,BG,Keramika Burgas,37,BG-P67,32,A,2018,37630,37630,2007,NOT SET,OPEN,105816,42.5,27.4667
675,BG,Keros Bulgaria,202843,BG-P161,32,A,2018,126128,126128,2012,NOT SET,OPEN,107936,43.8564,25.9708
676,BG,LUKOIL Neftochim Bourgas AD,112,BG-P38,21,A,2018,8364578,8364578,2007,NOT SET,OPEN,105891,42.506514,27.3537499
678,BG,Mondi Stambolijski EAD,70,BG-P115,36,A,2018,137488,137488,2007,NOT SET,OPEN,105849,41.9949,24.939
679,BG,NEOCHIM,130,BG-P144,41,A,2018,4060208,4060208,2008,NOT SET,OPEN,105913,42.05,25.6
680,BG,Nikom-97,150,BG-P15,32,A,2018,10899,10899,2011,NOT SET,OPEN,105969,43.08223,25.60191
681,BG,Novo Staklo EAD,96,BG-P53,31,A,2018,137560,137560,2007,NOT SET,OPEN,105875,43.35,27.2
688,BG,PROGRESS JSC,102,BG-P44,24,A,2018,8697,8697,2007,NOT SET,OPEN,105881,42.4328,25.6419
689,BG,PROMET STEEL AD,116,BG-P116,25,A,2018,158821,158821,2007,NOT SET,OPEN,105895,42.4936616,27.4721276
690,BG,Pasabahce Bulgaria EAD,210588,175-H0,31,A,2018,82008,82008,2018,NOT SET,OPEN,116509,43.2592,26.5892
691,BG,Polysan,201534,BG-P160,21,C,2018,NOT CALCULATED,13742,2012,NOT SET,OPEN,106428,43.86790999999999,25.99065
692,BG,RADOMIR METAL INDUSTRIES,62,BG-P43,24,A,2018,41348,41348,2007,NOT SET,OPEN,105841,42.5444,22.9578
693,BG,REMOTEX,118,BG-P137,24,A,2018,278,278,2007,NOT SET,OPEN,105897,42.2936858,25.93687
694,BG,Rafinery Plama,136,BG-P146,21,A,2018,0,0,2008,NOT SET,OPEN,105919,43.411219,24.6276283
695,BG,Roca Bulgaria Jsc,205828,BG-P172,32,A,2018,67285,67285,2013,NOT SET,OPEN,111168,43.3123857,27.1491648
696,BG,Rodna Industria 91,148,BG-P156,32,A,2018,20979,20979,2011,NOT SET,OPEN,105966,43.34879129999999,26.2120379
697,BG,Rubin JSC,44,BG-P31,31,B,2018,289210,289210,2007,NOT SET,OPEN,105823,43.411219,24.6276283
699,BG,SMA Mineral Burgas Var Ltd. - Burgas,151,BG-P157,30,A,2018,137297,137297,2011,NOT SET,OPEN,105971,42.50606,27.46781
700,BG,STROIKERAMIKA S.A.-Mezdra,75,BG-P29,32,A,2018,7507,7507,2007,NOT SET,OPEN,105854,43.21,23.5625
701,BG,Sofia Med,35,BG-P102,28,A,2018,101187,101187,2007,NOT SET,OPEN,105814,42.65,23.63333
702,BG,Solvay Sodi JSCo,205061,BG-P170,44,A,2018,3139583,3139583,2013,NOT SET,OPEN,110525,43.2222,27.5694
703,BG,Stomana Industry,63,BG-P45,24,A,2018,683153,683153,2007,NOT SET,OPEN,105842,42.6016547,23.0982455
704,BG,Stroyceramica OOD,48,BG-P118,32,A,2017,2829,2829,2007,2017,10-SEP-2018,105827,43.4145467,23.23172
705,BG,Svilosa – SVILOCELL EAD,39,BG-P98,35,B,2018,64104,64104,2007,NOT SET,OPEN,105818,42.66667,25.25
710,BG,TEC Varna EAD,95,BG-P76,99,A,2016,1560356,1560356,2007,2016,12-MAY-2017,105874,43.2003618,27.7709941
722,BG,TRUD Jsc,122,BG-P22,32,A,2018,17413,17413,2007,NOT SET,OPEN,105901,43.9321841,26.2366579
723,BG,Technogips JSC,202192,BG-P164,34,A,2018,86173,86173,2013,NOT SET,OPEN,107400,42.2,24.2
724,BG,Tera Co Ltd,49,BG-P78,32,B,2018,9943,7331,2007,NOT SET,OPEN,105828,43.2667,24.1
737,BG,Toplofikacia – Kazanlak,103,BG-P13,99,C,2014,NOT CALCULATED,0,2007,2014,16-JUL-2015,105882,42.6167,25.4
743,BG,VMV Metal EOOD,65,BG-P134,24,A,2018,3854,3854,2007,NOT SET,OPEN,105844,42.4333,23.8167
746,BG,VZ Ognyanovo,53,BG-P93,30,A,2015,0,0,2007,2015,09-SEP-2016,105832,42.14752,24.41297
747,BG,Velpa 91 AD,206272,BG-P171,36,A,2018,23508,23508,2013,NOT SET,OPEN,111746,43.2333,25.9667
748,BG,Wienerberger,30,BG-P7,32,A,2018,165518,165518,2007,NOT SET,OPEN,105809,43.2000296,24.1690119
749,BG,ZNHV PUKLINA,54,BG-P95,30,A,2018,758036,758036,2007,NOT SET,OPEN,105833,42.9335588,22.978856
753,BG,Zavod za gipsovi ploskosti Knauf Maritza,202233,166-H0,34,A,2018,133822,133822,2013,NOT SET,OPEN,107399,42.1167,26.0
754,BG,Zavod za hartia Belovo AD,47,BG-P5,36,A,2018,56295,56295,2007,NOT SET,OPEN,105826,42.2167,24.0167
755,BG,Zlatna Panega Cement,20,BG-P6,29,A,2018,2594918,2594918,2007,NOT SET,OPEN,105799,43.0833,24.15
757,BG,“Trakya Glass Bulgaria”,5,BG-P40,31,A,2018,1685212,1685212,2007,NOT SET,OPEN,105784,43.2592,26.5892
770,CY,Chrysafis Ceramics Ltd,210000000000008,8,8,A,2018,25993,25993,2005,NOT SET,OPEN,"101867,92307",41.3788354,-8.3110233
771,CY,EAC Dhekelia Power Station,210000000000003,3,1,A,2018,8087993,8087993,2005,NOT SET,OPEN,"93696,108873,101862",34.979466,33.6997592
772,CY,EAC Moni Power Station,210000000000002,2,1,A,2018,147740,147740,2005,NOT SET,OPEN,"101861,92326",41.4452308,-8.3763683
773,CY,EAC Vasilikos Power Station,210000000000001,1,1,A,2018,10487517,10487517,2005,NOT SET,OPEN,"101860,90413,116013,111790,93628",41.44602150000001,-8.3747752
774,CY,Kakoyiannis Brick Factory Ltd,210000000000009,9,8,A,2018,24453,24453,2005,NOT SET,OPEN,"92308,101868",35.1808915,33.3732586
775,CY,Keramopiia Palekithrou (K.A.P.A.) Ltd,210000000000007,7,8,A,2018,21212,21212,2005,NOT SET,OPEN,"92304,101866",35.1766057,33.3818478
776,CY,Keramopoeia Palaikythrou O GIGAS Ltd,210000000000012,12,8,C,2018,NOT CALCULATED,7127,2005,NOT SET,OPEN,"92285,101871",35.1750561,33.3649109
777,CY,LEDRA Brick Factory Ltd,210000000000013,13,8,A,2018,30217,30217,2005,NOT SET,OPEN,"101872,93560",40.9681343,-8.596598499999999
778,CY,Melios & Paphitis Enterprises Ltd,210000000000010,10,8,A,2018,27640,27640,2005,NOT SET,OPEN,"101869,93702",37.94338,23.71442
779,CY,Touvlopoieia Palaikythrou O GIGAS Ltd,210000000000011,11,32,C,2017,NOT CALCULATED,3681,2005,2016,28-JUN-2018,"92275,101870",35.025,33.42083
780,CY,United Brickworks Ltd,210000000000006,6,8,A,2018,13602,13602,2005,NOT SET,OPEN,"101865,92303",40.9681343,-8.596598499999999
781,CY,Vasiliko Cement Works Public Company Ltd - Vassilikos Cement Plant,210000000000004,4,6,A,2018,7893244,7893244,2005,NOT SET,OPEN,"93666,101863",34.7406697,33.298627
792,CZ,AGC Flat Glass Czech - výrobní linka R3,409,CZ-0432-07,31,A,2018,606792,606792,2007,NOT SET,OPEN,96701,50.6390651,13.800708
793,CZ,AGC Flat Glass Czech - závod Barevka,263,CZ-0294-05,31,A,2018,127360,127360,2005,NOT SET,OPEN,96391,50.66101800000001,13.7924713
794,CZ,AGC Flat Glass Czech - závod Řetenice,262,CZ-0334-05,31,A,2018,1010272,1010272,2005,NOT SET,OPEN,96390,50.6405412,13.8011177
798,CZ,Actherm - teplárna - spalovací zařízení,135,CZ-0215-05,1,A,2018,834094,834094,2005,NOT SET,OPEN,96692,50.4625196,13.4286274
800,CZ,Alpiq Generation - Elektrárna Kladno,82,CZ-0148-05,1,A,2018,11278693,11278693,2005,NOT SET,OPEN,96593,50.1546807,14.127076
801,CZ,Alpiq Generation - Elektrárna Kladno 2,401,CZ-0417-06,1,A,2018,4024,4024,2006,NOT SET,OPEN,96685,50.1537201,14.1257043
802,CZ,Alpiq Generation - Teplárna Zlín,44,CZ-0091-05,1,A,2018,1416934,1416934,2005,NOT SET,OPEN,96529,49.2206637,17.6465943
806,CZ,ArcelorMittal Frýdek-Místek,24,CZ-0053-05,24,A,2017,197185,197185,2005,2017,08-JAN-2019,96485,49.69383269999999,18.3299174
807,CZ,ArcelorMittal Ostrava a.s.,73,CZ-0134-05,1,A,2018,17082481,17082481,2005,NOT SET,OPEN,96578,49.7963502,18.3031153
808,CZ,ArcelorMittal Tubular Products Karviná,4,CZ-0021-05,1,A,2018,36680,36680,2005,NOT SET,OPEN,96452,49.87296689999999,18.5469584
809,CZ,ArcelorMittal Tubular Products Ostrava,410,CZ-0435-07,5,A,2018,383518,383518,2007,NOT SET,OPEN,96707,49.7963502,18.3031153
810,CZ,BEFACOAL s.r.o. - kotelna Dobříš,337,CZ-0337-05,1,A,2013,0,0,2005,2013,26-JUN-2014,96510,49.7921858,14.1818249
811,CZ,BEFACOAL s.r.o. - kotelna Oslavany,384,CZ-0338-05,1,A,2013,0,0,2005,2013,04-JUL-2014,96644,49.6833,14.25
812,CZ,"BFS Energo, a.s.",408,CZ-0434-07,1,A,2014,1134,1134,2007,2014,15-DEC-2014,96699,49.9383704,15.2789485
814,CZ,Balsac papermill s.r.o. - Lukavice,157,CZ-0243-05,36,A,2018,45040,51482,2005,NOT SET,OPEN,96738,49.8833,16.7833
815,CZ,"Best - Business, a. s. - provozovna Kunštát",360,CZ-0365-05,32,A,2015,2222,2222,2005,2015,OPEN,96577,49.49225149999999,16.516784
816,CZ,"BorsodChem MCHZ, s.r.o.",201865,CZ-0455-13,38,A,2018,990578,990578,2013,NOT SET,OPEN,107339,49.8345195,18.232381
818,CZ,CARMEUSE CZECH REPUBLIC s.r.o. - Vápenka Mokrá,333,CZ-0301-05,30,A,2018,672933,672933,2005,NOT SET,OPEN,96503,49.2173163,16.7527874
819,CZ,"CEMEX Czech Republic, s.r.o.",342,CZ-0381-05,29,A,2018,2882530,2882530,2005,NOT SET,OPEN,96519,49.89379,15.62872
820,CZ,CEREPA a.s.,108,CZ-0186-05,1,A,2018,16183,16183,2005,NOT SET,OPEN,96633,49.5112314,15.1783645
821,CZ,CRYSTALEX CZ - závod Nový Bor,155,CZ-0241-05,7,A,2018,57756,57756,2005,NOT SET,OPEN,96735,50.7640422,14.5441818
822,CZ,CRYSTALITE BOHEMIA a.s.,284,CZ-0168-05,31,A,2018,93015,93015,2005,NOT SET,OPEN,96418,49.6665457,15.4152079
823,CZ,"CS CABOT, spol. s r.o.",201951,CZ-0457-13,99,A,2018,407597,407597,2013,NOT SET,OPEN,107527,49.479897,17.968797
825,CZ,Carthamus - Energoblok Domoradice,399,CZ-0427-06,1,A,2018,24622,24622,2006,NOT SET,OPEN,96680,48.8350796,14.3366353
826,CZ,Cement Hranice - rotační pec,75,CZ-0136-05,6,A,2018,3046150,3046150,2005,NOT SET,OPEN,96581,49.56116489999999,17.7609637
829,CZ,"Cihelna Hodonín, s.r.o.",341,CZ-0379-05,8,A,2018,49376,49376,2005,NOT SET,OPEN,96517,48.8614188,17.1167539
830,CZ,Cihelna Kinský spol. s r.o,265,CZ-0019-05,8,A,2018,46312,46312,2005,NOT SET,OPEN,96398,50.1292201,16.2201912
831,CZ,Cihelna Polom spol. s r.o.,358,CZ-0295-05,8,A,2018,7593,7593,2005,NOT SET,OPEN,96574,49.5758987,17.8564293
832,CZ,"Cihelna Vysoké Mýto, s.r.o.",385,CZ-0290-05,8,A,2018,6711,6711,2005,NOT SET,OPEN,96645,49.9501357,16.1782136
833,CZ,"Cihelny STAMP Miskolezy, s.r.o.",266,CZ-0062-05,32,A,2015,348,348,2005,2015,21-APR-2017,96399,50.4019791,16.0018626
834,CZ,Constellium Extrusions Děčín s.r.o.,202610,CZ-0452-13,27,A,2018,119623,119623,2013,NOT SET,OPEN,108192,50.7648734,14.2038045
835,CZ,"Crystal BOHEMIA, a.s.",312,CZ-0184-05,31,A,2018,38154,38154,2005,NOT SET,OPEN,96450,50.14500349999999,15.1273047
836,CZ,Cukrovar Hrušovany,347,CZ-0027-05,1,A,2018,223945,223945,2005,NOT SET,OPEN,96555,48.8122039,16.4040242
837,CZ,Cukrovar Opava,53,CZ-0103-05,1,A,2018,248445,248445,2005,NOT SET,OPEN,96541,49.9617032,17.8693471
840,CZ,DIAMO - Odštěpný závod Těžba a úprava uranu,197,CZ-0339-05,1,A,2018,106697,106697,2005,NOT SET,OPEN,96304,50.7006333,14.805371
844,CZ,Dřevozpracující družstvo - Kotelny družstva,77,CZ-0139-05,99,A,2018,66376,66376,2005,NOT SET,OPEN,96585,49.5642109,14.991671
845,CZ,EMBA spol. s r.o.,83,CZ-0150-05,36,A,2018,22883,22883,2005,NOT SET,OPEN,96595,50.7235911,15.4144706
850,CZ,"ENERGOAQUA, a.s. - Výtopna",48,CZ-0096-05,1,A,2018,88055,88055,2005,NOT SET,OPEN,96536,49.4629211,18.1244002
852,CZ,"ENERGY U/L, a.s., kotelna",367,CZ-0283-05,1,A,2018,646249,646249,2005,NOT SET,OPEN,96594,50.6542658,14.0527626
855,CZ,Elektrárny Opatovice - Chrudim,379,CZ-0051-05,1,A,2018,1028,1028,2005,NOT SET,OPEN,96635,49.9574399,15.8000326
856,CZ,Elektrárny Opatovice - Elektrárna Opatovice,36,CZ-0080-05,1,A,2018,11481012,11481012,2005,NOT SET,OPEN,96514,50.1425781,15.7903025
857,CZ,Elektrárny Opatovice - Farářství,377,CZ-0049-05,1,A,2018,24,24,2005,NOT SET,OPEN,96632,50.2011361,15.8189828
858,CZ,Elektrárny Opatovice - Teplárna Pardubice,71,CZ-0129-05,1,A,2018,13,13,2005,NOT SET,OPEN,96572,50.14541,15.79045
859,CZ,Elektrárny Opatovice - ZVU,378,CZ-0050-05,1,A,2018,508,508,2005,NOT SET,OPEN,96634,50.2106316,15.8068686
863,CZ,Ethanol Energy - Kotle K1-K3 (Cukrovar Vrdy),148,CZ-0234-05,1,A,2018,381731,381731,2005,NOT SET,OPEN,96718,50.0682802,14.4659992
868,CZ,GLAZURA - Výroba keramických frit,233,CZ-0032-05,32,A,2018,76162,76162,2005,NOT SET,OPEN,96340,50.4720671,14.2892138
871,CZ,"HASIT Šumavské vápenice a omítkárny, s.r.o.",275,CZ-0175-05,30,A,2018,174360,174360,2005,NOT SET,OPEN,96408,49.3601,13.6507
872,CZ,HELUZ cihl. prům. - Cihelna Kryry,253,CZ-0352-05,32,A,2014,0,0,2005,2014,31-MAR-2015,96381,50.1694618,13.4372023
873,CZ,HELUZ cihlářský průmysl - Cihelna Hevlín,334,CZ-0306-05,32,A,2018,56368,56368,2005,NOT SET,OPEN,96505,48.75209,16.38131
874,CZ,HELUZ cihlářský průmysl v.o.s.-Cihelna Libochovice,329,CZ-0280-05,32,A,2018,88143,88143,2005,NOT SET,OPEN,96496,50.4070132,14.0291256
875,CZ,HELUZ cihlářský průmysl-Cihelna Dolní Bukovsko,336,CZ-0310-05,32,A,2018,42410,42410,2005,NOT SET,OPEN,96508,49.165382,14.5770266
878,CZ,"Hanácká p.s., Cukrovar Prosenice",366,CZ-0398-05,1,A,2018,74880,74880,2005,NOT SET,OPEN,96592,49.75,15.0
879,CZ,Heineken - Královský pivovar Krušovice,51,CZ-0099-05,1,A,2018,21254,21254,2005,NOT SET,OPEN,96539,50.1743635,13.7717519
880,CZ,"Huhtamaki Česká republika, a.s.",32,CZ-0071-05,36,A,2018,59103,59103,2005,NOT SET,OPEN,96504,49.2556839,15.7793517
886,CZ,"JIP - Papírny Větřní, a.s.",259,CZ-0185-05,1,A,2018,33981,49268,2005,NOT SET,OPEN,96387,48.7765523,14.2877975
