"SiteID";"CompanyName";"SiteName";"Address";"CityCode";"City";"Country";"geom";"Subsector";"DataSource";"Emissions_ETS_2014";"Emissions_EPRTR_2014";"Production";"Fuel_Demand";"Excess_Heat_100-200C";"Excess_Heat_200-500C";"Excess_Heat_500C";"Excess_Heat_Total"
4014;"GRUPPO C.B.S. S.P.A.";"GRUPPO CBS SPA - DIVISIONE KIS CERAMICHE";"VIA COLOMBO N.149 ";"42023";"CADELBOSCO SOPRA (RE)";"Italy";"SRID=4326;POINT(10.595891 44.762167)";"Non-metallic mineral products";"ETS";;;;;0.00;0.00;0.00;0.00
4015;"SAINT GOBAIN VETRI SPA";"Saint-Gobain Vetri stabilimento di Pescia";"Via Confine Montecarlo, 11 ";"51017";"PESCIA";"Italy";"SRID=4326;POINT(10.689783 43.9017)";"Glass";"ETS";60342.00;;109812.38;176.30;0.00;35.26;0.00;35.26
4016;"Wepa Lucca S.r.l.";"Stabilimento di Cassino";"Via Contrada Cerasola, 28 ";"3043";"CASSINO (FR)";"Italy";;"Paper and printing";"ETS";33785.00;;83561.39;127.66;12.76;0.00;0.00;12.76
4017;"Ceramica Del Conca Spa";"CERAMICA DEL CONCA SPA - Stabilimento di S. Clemen";"Via Croce, 8 ";"47832";"San Clemente (RN)";"Italy";"SRID=4326;POINT(12.651763 43.924117)";"Non-metallic mineral products";"ETS";44930.00;;;;0.00;0.00;0.00;0.00
4018;"Stabila S.r.l.";"Stabila Stabilimento di Ronco";"Via Crosarona, 19 ";"37055";"Ronco all'Adige (VR)";"Italy";"SRID=4326;POINT(11.20841 45.332573)";"Non-metallic mineral products";"ETS";17431.00;;;;0.00;0.00;0.00;0.00
4019;"CARTIERA CARMA";"CARTIERA CARMA STABILIMENTO PRATOVECCHIO";"VIA DANTE ALIGHIERI, 10 ";"52015";"PRATOVECCHIO";"Italy";"SRID=4326;POINT(11.722456 43.783654)";"Paper and printing";"ETS";17397.00;;43028.49;65.73;6.57;0.00;0.00;6.57
4020;"SOLVAY BARIO E DERIVATI S.P.A.";"SOLVAY BARIO E DERIVATI S.P.A.";"via degli oliveti 54 ";"54100";"Massa";"Italy";"SRID=4326;POINT(10.108914 44.024954)";"Iron and steel";"ETS";32972.00;;83819.79;;0.00;0.00;0.00;0.00
4021;"Cartiera Capostrada";"Cartiera Capostrada";"via dei Barbi 32 ";"51100";"Pistoia";"Italy";"SRID=4326;POINT(10.900425 43.954581)";"Paper and printing";"ETS";4517.00;;11172.02;17.06;1.70;0.00;0.00;1.70
4022;"Mauro Benedetti S.p.A.";"Cartiera di Salerno";"via Dei Carrari, 10 ";"84131";"SALERNO";"Italy";"SRID=4326;POINT(14.765755 40.677978)";"Paper and printing";"ETS";24916.00;;61625.44;94.14;9.41;0.00;0.00;9.41
4023;"CARTIERA PIERETTI S.P.A.";"CARTIERA PIERETTI S.P.A.";"VIA DEI MASINI, 95/97 ";"55012";"CAPANNORI";"Italy";"SRID=4326;POINT(10.559025 43.882966)";"Paper and printing";"ETS";6603.00;;16331.38;24.95;2.49;0.00;0.00;2.49
4024;"Danesi Latertech Spa";"Stabilimento di Silvano Pietra";"via dei Villani, 19 ";"27050";"Silvano Pietra";"Italy";"SRID=4326;POINT(8.94785 45.040358)";"Non-metallic mineral products";"ETS";;;;;0.00;0.00;0.00;0.00
4025;"Ceramiche Settecento Valtresinaro S.p.A.";"Ceramiche Settecento Valtresinaro S.p.A. Stab. 1";"Via del Crociale 21 ";"41042";"Fiorano Modenese (Mo)";"Italy";"SRID=4326;POINT(10.834844 44.538007)";"Non-metallic mineral products";"ETS";3018.00;;;;0.00;0.00;0.00;0.00
4026;"Industria Cartaria Pieretti S.p.A.";"Industria Cartaria Pieretti S.p.A.";"Via del Fanuccio, 128 ";"55012";"CAPANNORI";"Italy";"SRID=4326;POINT(10.540797 43.894595)";"Paper and printing";"ETS";44377.00;;109758.89;167.68;16.76;0.00;0.00;16.76
4027;"S.I.R.E. S.p.A. in liquidazione";"S.I.R.E. S.p.A. in liquidazione";"Via del Lavoro, 22 ";"12062";"Roreto (Cherasco) CN";"Italy";"SRID=4326;POINT(7.835915 44.66681)";"Non-metallic mineral products";"ETS";;;;;0.00;0.00;0.00;0.00
4028;"cartiera san lorenzo";"cartiera san lorenzo";"via del molino ";"54013";"fivizzano";"Italy";"SRID=4326;POINT(10.12599 44.23835)";"Paper and printing";"ETS";11437.00;;28287.45;43.21;4.32;0.00;0.00;4.32
4029;"SMURFIT KAPPA ITALIA S.P.A.";"SMURFIT KAPPA ANIA PAPER";"Via del Mulino Ponte all'Ania ";"55055";"BARGA (LU)";"Italy";"SRID=4326;POINT(10.484263 44.073918)";"Paper and printing";"ETS";65214.00;;161295.63;246.42;24.64;0.00;0.00;24.64
4030;"SAINT GOBAIN PPC ITALIA SpA";"Saint-Gobain PPC Italia S.p.A. stab. di Casola";"Via del Senio n. 10/b ";"48010";"Casola Valsenio";"Italy";"SRID=4326;POINT(11.62311 44.223187)";"Non-metallic mineral products";"ETS";15282.00;;;;0.00;0.00;0.00;0.00
4031;"DOMUS LINEA SRL";"DOMUS LINEA SRL";"VIA DELLA CHIUSA 8/A ";"42048";"RUBIERA";"Italy";"SRID=4326;POINT(10.777462 44.641438)";"Non-metallic mineral products";"ETS";5635.00;;;;0.00;0.00;0.00;0.00
4032;"Fornaci Zulian srl";"FORNACI ZULIAN s.r.l.";"Via della Meccanica 4, 6, 8 ";"35014";"FONTANIVA (PD)";"Italy";"SRID=4326;POINT(11.752198 45.637629)";"Cement";"ETS";89162.00;;208177.40;202.39;0.00;30.35;0.00;30.35
4033;"NUOVA RIWAL CERAMICHE S.r.l.";"Nuova Riwal Ceramiche S.r.l. - Stab. Castellarano";"Via della Repubblica n. 16/18 - Località Roteglia ";"42010";"Castellarano";"Italy";"SRID=4326;POINT(10.735398 44.515307)";"Non-metallic mineral products";"ETS";24819.00;;;;0.00;0.00;0.00;0.00
4034;"KME ITALY Spa";"KME Italy Spa - Stabilimento di Fornaci di Barga";"Via della Repubblica, 257 ";"55051";"Fornaci di Barga";"Italy";"SRID=4326;POINT(10.471036 44.048656)";"Non-ferrous metals";"ETS";14434.00;;;;0.00;0.00;0.00;0.00
4035;"Forges SpA";"Forges";"via dell'Artigianato,57 ";"33043";"Cividale del Friuli (Ud)";"Italy";"SRID=4326;POINT(13.393818 46.085199)";"Iron and steel";"ETS";9574.00;;24338.55;;0.00;0.00;0.00;0.00
4036;"Cartiera di Pratolungo";"Cartiera di Pratolungo";"Via delle Cartiere ";"55019";"Villa Basilica";"Italy";"SRID=4326;POINT(10.649547 43.921971)";"Paper and printing";"ETS";9065.00;;;;0.00;0.00;0.00;0.00
4037;"CARTIERA GIUSTA S.R.L.";"CARTIERA GIUSTA S.R.L.";"VIA DELLE CARTIERE, 213 PRACANDO";"55019";"LUCCA";"Italy";"SRID=4326;POINT(10.649547 43.921971)";"Paper and printing";"ETS";13467.00;;33308.31;50.88;5.08;0.00;0.00;5.08
4038;"Cartiera S.Rocco S.p.A.";"Cartiera S.Rocco S.p.A.";"Via delle Cartiere, 76 ";"55019";"VILLA BASILICA";"Italy";"SRID=4326;POINT(10.650012 43.925013)";"Paper and printing";"ETS";12313.00;;;;0.00;0.00;0.00;0.00
4039;"CARTIERA SO.CAR.PI. S.R.L.";"CARTIERA SO.CAR.PI. S.R.L.";"VIA DELLE CARTIERE, snc ";"55019";"VILLA BASILICA";"Italy";"SRID=4326;POINT(10.644575 43.927516)";"Paper and printing";"ETS";7876.00;;19479.93;29.76;2.97;0.00;0.00;2.97
4040;"Forgiatura Mamè S.p.A.";"Forgiatura Mamè S.p.A.";"Via Delle Cave 1 ";"25040";"Cividate Camuno (BS)";"Italy";"SRID=4326;POINT(10.267689 45.943623)";"Iron and steel";"ETS";14435.00;;36695.94;;0.00;0.00;0.00;0.00
4041;"Chimica Pomponesco S.p.A.";"Chimica Pomponesco";"Via delle Industrie, 1 ";"46030";"Pomponesco (MN)";"Italy";"SRID=4326;POINT(10.601288 44.931371)";"Chemical industry";"ETS";8603.00;;;;0.00;0.00;0.00;0.00
4042;"DI MUZIO LATERIZI SRL";"DI MUZIO LATERIZI";"VIA DELLE NAZIONI UNITE 2 ";"65020";"ALANNO";"Italy";"SRID=4326;POINT(13.971105 42.295438)";"Non-metallic mineral products";"ETS";14165.00;;;;0.00;0.00;0.00;0.00
4043;"ITALCEMENTI S.P.A.";"Italcementi-Cementeria di Sarche di Calavino";"Via delle Partesele, 1 ";"38070";"Sarche di Calavino (TN)";"Italy";;"Cement";"ETS";165045.00;;385350.70;374.64;0.00;56.19;0.00;56.19
4044;"PANARIAGROUP INDUSTRIE CERAMICHE S.P.A.";"STABILIMENTO PANARIAGROUP N 2";"VIA DELL'INDUSTRIA 15";"42010";"TOANO (RE)";"Italy";"SRID=4326;POINT(10.479752 44.404499)";"Non-metallic mineral products";"ETS";25332.00;;;;0.00;0.00;0.00;0.00
4045;"Rodacciai s.p.a.";"Rodacciai s.p.a.";"via dell'industria 19/21 ";"23844";"Sirone (LC)";"Italy";"SRID=4326;POINT(9.322144 45.77268)";"Iron and steel";"ETS";20998.00;;53380.08;;0.00;0.00;0.00;0.00
4046;"FORGIATURA MORANDINI SRL";"FORGIATURA MORANDINI SRL";"VIA DELL'INDUSTRIA N.5 ";"25040";"CIVIDATE CAMUNO (BS)";"Italy";"SRID=4326;POINT(10.277462 45.942493)";"Iron and steel";"ETS";32542.00;;82726.67;;0.00;0.00;0.00;0.00
4047;"DELICARTA SPA";"DELICARTA Divisione Cartiera";"Via di LUCIA, 9 ";"55016";"PORCARI";"Italy";"SRID=4326;POINT(10.60941 43.820674)";"Paper and printing";"ETS";69888.00;;;;0.00;0.00;0.00;0.00
4048;"Unicalce S.p.A.";"Stabilimento di Campiglia Marittima";"Via di S. Vincenzo, 21 ";"57021";"Campiglia Marittima (LI)";"Italy";"SRID=4326;POINT(10.615496 43.060628)";"Cement";"ETS";721.00;;;;0.00;0.00;0.00;0.00
4049;"FORNACI D.C.B. - PIERINO BRANELLA SPA";"FORNACI D.C.B. - PIERINO BRANELLA SPA";"VIA DI VALLE RICCA, 305 ";"138";"ROMA";"Italy";"SRID=4326;POINT(12.592848 42.03926)";"Non-metallic mineral products";"ETS";15508.00;;;;0.00;0.00;0.00;0.00
4050;"FERROSIDER.S.P.A.";"FERROSIDER.S.P.A.";"VIA DOMENICO GHIDONI,169 ";"25035";"OSPITALETTO";"Italy";"SRID=4326;POINT(10.072416 45.555688)";"Iron and steel";"ETS";18111.00;;46040.89;;0.00;0.00;0.00;0.00
4051;"SANAC S.p.a.";"SANAC - STABILIMENTO DI MASSA";"VIA DORSALE, 7 ";"54100";"MASSA";"Italy";"SRID=4326;POINT(10.110369 44.02563)";"Non-metallic mineral products";"ETS";7970.00;;;;0.00;0.00;0.00;0.00
4052;"Burgo Group S.p.A.";"Mosaico Srl - Stabilimento di Treviso";"Via Duca d'Aosta, 109 ";"31030";"CARBONERA";"Italy";"SRID=4326;POINT(12.325685 45.685681)";"Paper and printing";"ETS";23767.00;;58783.59;89.80;8.98;0.00;0.00;8.98
4053;"EVRAZ PALINI E BERTOLI SPA";"Evraz Palini e Bertoli S.p.A.";"VIA E. FERMI 28 ";"33058";"SAN GIORGIO DI NOGARO";"Italy";"SRID=4326;POINT(13.209268 45.828478)";"Iron and steel";"ETS";;;;;0.00;0.00;0.00;0.00
4054;"Basell Poliolefine Italia S.r.l.";"Basell Brindisi";"via E. Fermi 50 ";"I72100";"Brindisi";"Italy";"SRID=4326;POINT(17.948711 40.641067)";"Chemical industry";"ETS";3799.00;;;;0.00;0.00;0.00;0.00
4055;"Rondine S.p.A.";"Stabilimento n°1-ex Fontana";"via Emilia Ovest,53/A ";"42048";"Rubiera (RE)";"Italy";"SRID=4326;POINT(10.773421 44.654594)";"Non-metallic mineral products";"ETS";11736.00;;;;0.00;0.00;0.00;0.00
4056;"CERINDUSTRIES S.p.A.";"CERINDUSTRIES";"Via Emilia Ponente, 1000 ";"48014";"Castel Bolognese (Ra)";"Italy";"SRID=4326;POINT(11.782078 44.328545)";"Non-metallic mineral products";"ETS";26530.00;;;;0.00;0.00;0.00;0.00
4057;"Ceramiche Marca Corona S.p.A.";"Ceramiche Marca Corona S.p.A.";"Via Emilia Romagna 7 ";"41049";"Sassuolo (MO)";"Italy";"SRID=4326;POINT(10.785185 44.566833)";"Non-metallic mineral products";"ETS";41548.00;;;;0.00;0.00;0.00;0.00
4058;"Metinvest Trametal S.p.A.";"Metinvest Trametal";"Via Enrico Fermi 44 ";"33058";"San Giorgio di Nogaro (UD)";"Italy";"SRID=4326;POINT(13.225856 45.795953)";"Iron and steel";"ETS";64556.00;;164111.08;;0.00;0.00;0.00;0.00
4059;"AIRTISSUE S.R.L.";"LUCART S.p.A. Stabilimento di Castelnuovo";"Via Enrico Fermi, 13 ";"55032";"Castelnuovo di Garfagnana (LU)";"Italy";"SRID=4326;POINT(10.403071 44.118405)";"Paper and printing";"ETS";41443.00;;;;0.00;0.00;0.00;0.00
4060;"Cartiera Marchigiana S.r.l.";"Cartiera Marchigiana S.r.l.";"Via Enrico Fermi, 29 ";"62010";"MONTELUPONE";"Italy";"SRID=4326;POINT(13.579242 43.373274)";"Paper and printing";"ETS";;;;;0.00;0.00;0.00;0.00
4061;"Nunki Steel Spa";"Nunki Steel Spa";"Via Enrico FERMI, 33 ";"33058";"SAN GIORGIO DI NOGARO";"Italy";"SRID=4326;POINT(13.21462 45.817663)";"Iron and steel";"ETS";12640.00;;41465.44;;0.00;0.00;0.00;0.00
4062;"Eural Gnutti Spa";"Eural Gnutti Spa - Stabilimento di Pontevico";"Via Enrico Mattei, 10 ";"25026";"Pontevico";"Italy";"SRID=4326;POINT(10.092471 45.274374)";"Non-ferrous metals";"ETS";17767.00;;;;0.00;0.00;0.00;0.00
4063;"CERAMICHE SERRA S.P.A.";"CERAMICHE SERRA S.P.A.";"VIA ESTENSE 10589 ";"41020";"SERRAMAZZONI";"Italy";"SRID=4326;POINT(10.84177 44.468869)";"Non-metallic mineral products";"ETS";20663.00;;;;0.00;0.00;0.00;0.00
4064;"BORMIOLI LUIGI SPA";"Stabilimento di Abbiategrasso (MI)";"Via F.M.Visconti, 1 - Z.I. Mendosio ";"20081";"ABBIATEGRASSO";"Italy";"SRID=4326;POINT(8.918542 45.400767)";"Glass";"ETS";15914.00;;;;0.00;0.00;0.00;0.00
4065;"O-I Manufacturing Italy S.p.A.";"STABILIMENTO DI MARSALA (TP)";"VIA FAVARA C/DA CIANCIO, 410 ";"91025";"Marsala (TRAPANI)";"Italy";"SRID=4326;POINT(12.431647 37.801473)";"Glass";"ETS";27667.00;;50349.32;80.83;0.00;16.16;0.00;16.16
4066;"GRUPPO CERAMCIHE GRESMALT S.P.A.";"GRESMALT VIANO";"VIA FELEGHETTI Nº26 ";"42010";"VIANO";"Italy";"SRID=4326;POINT(10.655247 44.5409)";"Non-metallic mineral products";"ETS";9509.00;;;;0.00;0.00;0.00;0.00
4067;"Marcegaglia S.p.A.";"Marcegaglia Plates Srl - San Giorgio di Nogaro";"via Fermi, 33 ";"33058";"San Giorgio di Nogaro (UD)";"Italy";"SRID=4326;POINT(13.209268 45.828478)";"Iron and steel";"ETS";36355.00;;92419.89;;0.00;0.00;0.00;0.00
4068;"Marazzi  Group S.r.l. a Socio Unico";"MARAZZI Stabilimento Fiorano Modenese";"Via Ferrari Carazzoi 120 ";"41042";"Fiorano Modenese";"Italy";"SRID=4326;POINT(10.811848 44.539143)";"Non-metallic mineral products";"ETS";61178.00;;;;0.00;0.00;0.00;0.00
4069;"Cartiera San Martino Spa";"Cartiera San Martino";"via Ferrazza, 15A ";"3030";"BROCCOSTELLA - FR";"Italy";;"Paper and printing";"ETS";5405.00;;;;0.00;0.00;0.00;0.00
4070;"Massimo Casinelli";"C&C s.r.l.";"via Ferrazza, SNC ";"3030";"BROCCOSTELLA - FR";"Italy";;"Paper and printing";"ETS";9802.00;;;;0.00;0.00;0.00;0.00
4071;"Fornace Torricella Laterizi Srl";"Fornace Torricella Laterizi srl";"Via Fornace Pezzotti 18 ";"26032";"Ostiano";"Italy";"SRID=4326;POINT(10.252075 45.220775)";"Non-metallic mineral products";"ETS";7488.00;;;;0.00;0.00;0.00;0.00
4072;"VILLAGA CALCE SPA";"VILLAGA";"VIA FORNACE, 18-20 ";"36021";"VILLAGA";"Italy";"SRID=4326;POINT(11.550685 45.39209)";"Cement";"ETS";3741.00;;;;0.00;0.00;0.00;0.00
4073;"BRANDUZZO LATERIZI SPA";"BRANDUZZO LATERIZI SPA";"VIA FORNACI DI BRANDUZZO 53/C ";"27040";"CASTELLETTO DI BRANDUZZO";"Italy";"SRID=4326;POINT(9.098452 45.06936)";"Non-metallic mineral products";"ETS";7330.00;;;;0.00;0.00;0.00;0.00
4074;"FORNACI SPA";"FORNACI SPA";"VIA FORNACI, 16 ";"21054";"FAGNANO OLONA (VA)";"Italy";"SRID=4326;POINT(8.869639 45.668715)";"Paper and printing";"ETS";7538.00;;;;0.00;0.00;0.00;0.00
4075;"FASSA SPA";"UNITA' PRODUTTIVA DI SPRESIANO";"VIA FORNACI, 8 ";"31027";"SPRESIANO";"Italy";"SRID=4326;POINT(12.259346 45.780391)";"Cement";"ETS";66027.00;;;;0.00;0.00;0.00;0.00
4076;"Unieco S.c.r.l.";"Unieco Fornace Fosdondo";"Via Fosdondo, 55 ";"42015";"CORREGGIO";"Italy";"SRID=4326;POINT(10.723404 44.777587)";"Non-metallic mineral products";"ETS";;;;;0.00;0.00;0.00;0.00
4077;"COOPERATIVA CERAMICA D'IMOLA";"COOPERATIVA CERAMICA D'IMOLA SC - STABILIMENTO 4";"VIA G DI VITTORIO 24 ";"40020";"CASALFIUMANESE (BO)";"Italy";"SRID=4326;POINT(11.624022 44.296864)";"Non-metallic mineral products";"ETS";9140.00;;;;0.00;0.00;0.00;0.00
4078;"Lucchini RS S.p.A.";"Stabilimento di Lovere";"via G. Paglia,, 45 ";"24065";"LOVERE";"Italy";"SRID=4326;POINT(10.075214 45.816882)";"Iron and steel";"ETS";94470.00;;309908.25;62.36;0.00;18.70;11.22;29.93
4079;"GRUPPO CORDENONS SPA";"Stabilimento di Scurelle";"Via G.B. Donzelli 52/54 ";"38050";"Scurelle (TN)";"Italy";"SRID=4326;POINT(11.505931 46.064466)";"Paper and printing";"ETS";3964.00;;9804.27;14.97;1.49;0.00;0.00;1.49
4080;"GRANITIFIANDRE SPA";"GRANITIFIANDRE VIANO";"VIA GARGOLA 4 ";"42030";"VIANO";"Italy";"SRID=4326;POINT(10.61224 44.534894)";"Non-metallic mineral products";"ETS";10045.00;;;;0.00;0.00;0.00;0.00
4081;"Leali Steel S.p.A.";"Leali Steel S.p.A. Stabilimento di Odolo";"Via Garibaldi 5 Odolo (BS)";"25076";"Odolo (BS)";"Italy";"SRID=4326;POINT(10.388449 45.64685)";"Iron and steel";"ETS";11992.00;;30485.47;;0.00;0.00;0.00;0.00
4082;"Fornaci Laterizi Danesi Spa";"Stabilimento di Capriano del Colle";"via Garibaldi, 48/50 ";"25020";"Capriano del Colle";"Italy";"SRID=4326;POINT(10.130348 45.454869)";"Non-metallic mineral products";"ETS";;;;;0.00;0.00;0.00;0.00
4083;"VETRI SPECIALI S.p.A";"Impianto di San Vito al Tagliamento (PN)";"VIA GEMONA ZIPR, 5 ";"33078";"SAN VITO AL TAGLIAMENTO";"Italy";"SRID=4326;POINT(12.856596 45.915135)";"Glass";"ETS";41145.00;;74877.04;120.21;0.00;24.04;0.00;24.04
4084;"Soc. Calce Raffinata di Savignano sul Panaro a r.l.";"Soc. Calce Raffinata di Savignano sul Panaro";"Via Ghiarella, 9 ";"41056";"SAVIGNANO SUL PANARO";"Italy";"SRID=4326;POINT(11.035119 44.480434)";"Cement";"ETS";5055.00;;11802.52;11.47;0.00;1.72;0.00;1.72
4085;"GRANITIFIANDRE SPA";"GRANITIFIANDRE FIORANO";"VIA GHIAROLA NUOVA 121 ";"41042";"FIORANO MODENESE";"Italy";"SRID=4326;POINT(10.813448 44.563955)";"Non-metallic mineral products";"ETS";5550.00;;;;0.00;0.00;0.00;0.00
4086;"EMILCERAMICA SPA";"EMILCERAMICA STABILIMENTO FIORANO 1";"VIA GHIAROLA NUOVA 29 ";"41042";"FIORANO MODENESE";"Italy";"SRID=4326;POINT(10.810347 44.545951)";"Non-metallic mineral products";"ETS";14350.00;;;;0.00;0.00;0.00;0.00
4087;"Ceramiche Caesar S.p.A.";"Ceramiche Caesar S.p.A. - Divisione FAP Ceramiche";"Via Ghiarola Nuova 44 ";"41042";"Fiorano Modenese (MO)";"Italy";"SRID=4326;POINT(10.8115 44.549287)";"Non-metallic mineral products";"ETS";8507.00;;;;0.00;0.00;0.00;0.00
4088;"EMILCERAMICA SPA";"EMILCERAMICA FIORANO 2";"VIA GHIAROLA NUOVA 65/67 ";"41042";"FIORANO MODENESE";"Italy";"SRID=4326;POINT(10.81123 44.553211)";"Non-metallic mineral products";"ETS";17319.00;;;;0.00;0.00;0.00;0.00
4089;"SAVOIA ITALIA SPA";"SAVOIA ITALIA SPA";"Via Ghiarola Nuova,77 ";"41042";"Fiorano Modenese";"Italy";"SRID=4326;POINT(10.810476 44.552382)";"Non-metallic mineral products";"ETS";8137.00;;;;0.00;0.00;0.00;0.00
4090;"RENO DE MEDICI SPA";"RENO DE MEDICI SPA  STABILIMENTO DI MAGENTA";"VIA GIACOMO DE MEDICI, 39 ";"20013";"MAGENTA (MI)";"Italy";"SRID=4326;POINT(8.854387 45.461474)";"Paper and printing";"ETS";;;;;0.00;0.00;0.00;0.00
4091;"NUOVA RIWAL CERAMICHE S.r.l.";"NUOVA RIWAL CERAMICHE S.r.l. - Stab. di Maranello";"VIA GIARDINI n. 24 ";"41053";"MARANELLO (mo)";"Italy";"SRID=4326;POINT(10.866361 44.525522)";"Non-metallic mineral products";"ETS";35753.00;;;;0.00;0.00;0.00;0.00
4092;"Mirage Granito Ceramico S.p.A.";"Mirage Granito Ceramico S.p.A.";"Via Giardini Nord 225 ";"41026";"Pavullo nel Frignano (MO)";"Italy";"SRID=4326;POINT(10.837717 44.363427)";"Non-metallic mineral products";"ETS";55115.00;;;;0.00;0.00;0.00;0.00
4093;"Fornace San Lorenzo Spa";"Fornace San lorenzo Spa";"Via Giardini, 35 ";"41042";"FIORANO MODENESE";"Italy";"SRID=4326;POINT(10.854252 44.556915)";"Non-metallic mineral products";"ETS";;;;;0.00;0.00;0.00;0.00
4094;"DELICARTA SPA";"Delicarta Monfalcone";"Via Grota del Diau Zot, 6 ";"34074";"Monfalcone (Gorizia)";"Italy";"SRID=4326;POINT(13.575945 45.78866)";"Paper and printing";"ETS";10062.00;;24886.62;38.02;3.80;0.00;0.00;3.80
4095;"Ceramiche Refin S.p.A.";"Ceramiche Refin S.p.A.";"Via I° Maggio 22 ";"42010";"Casalgrande (RE)";"Italy";"SRID=4326;POINT(10.739425 44.589753)";"Non-metallic mineral products";"ETS";30351.00;;;;0.00;0.00;0.00;0.00
4096;"O-I Manufacturing Italy S.p.A.";"STABILIMENTO DI ORIGGIO (VA)";"VIA I° MAGGIO, 16 ";"21040";"Origgio (VARESE)";"Italy";"SRID=4326;POINT(9.017541 45.596173)";"Glass";"ETS";53310.00;;97015.31;155.76;0.00;31.15;0.00;31.15
4097;"ITALFOND SPA";"ITALFOND SPA";"VIA INDUSTRIALE, 1 ";"25021";"BAGNOLO MELLA";"Italy";"SRID=4326;POINT(10.178208 45.427446)";"Iron and steel";"ETS";15661.00;;51375.81;10.33;0.00;3.10;1.86;4.96
4098;"SICEM SAGA SPA";"SICEM SAGA SPA";"VIA INDUSTRIE, 58 ";"42026";"CANOSSA";"Italy";"SRID=4326;POINT(10.455391 44.575461)";"Paper and printing";"ETS";38207.00;;;;0.00;0.00;0.00;0.00
4099;"Franchini Acciai SpA";"Franchini Acciai spa";"Via IV Novembre 9-17 ";"25030";"Brescia";"Italy";"SRID=4326;POINT(10.794679 45.817587)";"Non-ferrous metals";"ETS";15458.00;;;;0.00;0.00;0.00;0.00
4100;"Favini S.r.l.";"Stabilimento di Crusinallo";"via IV Novembre, 276 ";"28887";"OMEGNA";"Italy";"SRID=4326;POINT(8.408454 45.887711)";"Paper and printing";"ETS";20086.00;;49679.27;75.89;7.58;0.00;0.00;7.58
4101;"JINDAL SAW ITALIA SPA";"SERTUBI S.p.a.";"VIA K.L.von BRUCK, 32 ";"34143";"TRIESTE";"Italy";"SRID=4326;POINT(13.770656 45.650034)";"Iron and steel";"ETS";;;;;0.00;0.00;0.00;0.00
4102;"ACCIAIERIE DI CALVISANO SPA";"ACCIAIERIE DI CALVISANO";"VIA KENNEDY, 101/A ";"25012";"CALVISANO";"Italy";"SRID=4326;POINT(10.335729 45.373353)";"Iron and steel";"ETS";10305.00;;33805.48;;0.00;0.00;0.00;0.00
4103;"CALCE BARATTONI";"Stabilimento di Schio";"Via Lago di Alleghe 45 ";"36015";"Schio";"Italy";"SRID=4326;POINT(11.424071 45.716065)";"Cement";"ETS";60854.00;;;;0.00;0.00;0.00;0.00
4104;"SOFFASS S.P.A.";"SOFFASS S.p.A. Divisione Cartiera";"VIA LECCIO, 17 ";"55016";"PORCARI";"Italy";"SRID=4326;POINT(10.623812 43.810869)";"Paper and printing";"ETS";38527.00;;95289.92;145.58;14.55;0.00;0.00;14.55
4105;"Unicalce S.p.A.";"Unicalce - Stabilimento di Lisso";"Via Lisso, 12 ";"24010";"SEDRINA";"Italy";"SRID=4326;POINT(9.624051 45.781783)";"Cement";"ETS";93968.00;;219398.55;213.30;0.00;31.99;0.00;31.99
4106;"Rocca Paper Mill S.r.l.u.";"Rocca paper mill S.r.l.u.";"Via Lodovica snc ";"55023";"Borgo a Mozzano (LU)";"Italy";"SRID=4326;POINT(10.545703 43.978948)";"Paper and printing";"ETS";8894.00;;21997.78;33.60;3.36;0.00;0.00;3.36
4107;"Cartiere di Guarcino S.p.A.";"Cartiera di Guarcino";"Via Madonna di Loreto, 2 ";"3016";"Guarcino (FR)";"Italy";"SRID=4326;POINT(13.313397 41.799022)";"Paper and printing";"ETS";14427.00;;35682.70;54.51;5.45;0.00;0.00;5.45
4108;"Papiro Sud S.r.l.";"STABILIMENTO DI SCAFATI";"Via Madonnelle, 2 ";"84018";"SCAFATI (SA)";"Italy";"SRID=4326;POINT(14.534361 40.756105)";"Paper and printing";"ETS";;;;;0.00;0.00;0.00;0.00
4109;"Pastorelli Spa";"Pastorelli SPA - stabilimento di Savignano sul Pan";"Via Magazzeno, 1944 ";"41056";"Savignano Sul Panaro (MO)";"Italy";"SRID=4326;POINT(11.052946 44.512033)";"Non-metallic mineral products";"ETS";31559.00;;;;0.00;0.00;0.00;0.00
4110;"Raffmetal SpA";"Raffmetal SpA";"Via Malpaga n° 82 ";"25070";"Casto (BS)";"Italy";"SRID=4326;POINT(10.321168 45.694887)";"Non-ferrous metals";"ETS";50484.00;;;;0.00;0.00;0.00;0.00
4111;"BREDINA SRL";"BREDINA SRL";"VIA MARCONI, 45/47 ";"25076";"ODOLO";"Italy";"SRID=4326;POINT(10.388449 45.64685)";"Iron and steel";"ETS";1344.00;;4408.98;;0.00;0.00;0.00;0.00
4112;"CARTIERA DI FERRARA S.P.A.";"CARTIERA DI FERRARA S.P.A.";"VIA MARCONI, 69 ";"44100";"FERRARA";"Italy";"SRID=4326;POINT(11.619811 44.836797)";"Paper and printing";"ETS";19136.00;;;;0.00;0.00;0.00;0.00
