"SiteID";"CompanyName";"SiteName";"Address";"CityCode";"City";"Country";"geom";"Subsector";"DataSource";"Emissions_ETS_2014";"Emissions_EPRTR_2014";"Production";"Fuel_Demand";"Excess_Heat_100-200C";"Excess_Heat_200-500C";"Excess_Heat_500C";"Excess_Heat_Total"
100;"Märker Zement GmbH";"Märker Kalk GmbH";"Weiherstrasse 24";"89134";"Blaustein";"Germany";"SRID=4326;POINT(10.6975 48.776747)";"Cement";"ETS/EPRTR";160329.00;160000.00;;;0.00;0.00;0.00;0.00
101;"Stora Enso Maxau GmbH";"Stora Enso Maxau GmbH";"Mitscherlichstr. 24";"76187";"Karlsruhe";"Germany";"SRID=4326;POINT(8.31325864944 49.042576767134)";"Paper and printing";"ETS/EPRTR";156073.00;156000.00;600425.70;917.31;91.73;0.00;0.00;91.73
102;"Werk 1 MIRO-Mineralölraffinerie Oberrhein GmbH & Co.KG";"Werk 1 MIRO-Mineralölraffinerie Oberrhein GmbH & Co.KG";"Nördliche Raffineriestr. 1";"76187";"Karlsruhe";"Germany";"SRID=4326;POINT(8.329049991886 49.057809293646)";"Refineries";"ETS/EPRTR";2782816.00;2060000.00;;;0.00;0.00;0.00;0.00
103;"SCA Hygiene Products GmbH Consumer Products";"SCA Hygiene Products GmbH Consumer Products";"Sandhofer Str. 176";"68305";"Mannheim";"Germany";"SRID=4326;POINT(8.457079832046 49.535498641378)";"Paper and printing";"ETS/EPRTR";203327.00;;782215.74;1195.05;119.50;0.00;0.00;119.50
104;"HeidelbergCement AG Zementwerk Leimen";"HeidelbergCement AG Zementwerk Leimen";"Rohrbacher Str. 95";"69181";"Leimen";"Germany";"SRID=4326;POINT(8.685832398233 49.357679388234)";"Cement";"ETS/EPRTR";417889.00;444000.00;606540.29;589.69;0.00;88.45;0.00;88.45
105;"Lafarge Zement Wössingen GmbH";"Lafarge Zement Wössingen GmbH";"Bruchsaler Strasse 56";"75045";"Walzbachtal";"Germany";"SRID=4326;POINT(8.61248973067 49.018412984966)";"Cement";"ETS/EPRTR";483269.00;483000.00;701435.36;681.95;0.00;102.29;0.00;102.29
106;"HeidelbergCement AG";"HeidelbergCement AG Kalkwerk Istein";"Am Kehrenweg 10";"79588";"Efringen-Kirchen";"Germany";"SRID=4326;POINT(7.543294630271 47.659355859908)";"Cement";"ETS/EPRTR";175359.00;100000.00;;;0.00;0.00;0.00;0.00
107;"Papierfabrik August Koehler SE";"Papierfabrik August Koehler SE";"Hauptstrasse 2";"77704";"Oberkirch";"Germany";"SRID=4326;POINT(8.086229012233 48.526812036549)";"Paper and printing";"ETS/EPRTR";5223.00;140000.00;20093.31;30.69;3.06;0.00;0.00;3.06
108;"Schwenk Zement KG";"Schwenk Zement KG, Werk Allmendingen";"Fabrikstrasse 62";"89604";"Allmendingen";"Germany";"SRID=4326;POINT(9.73046874793 48.331986283562)";"Cement";"ETS/EPRTR";495895.00;415000.00;719761.22;699.76;0.00;104.96;0.00;104.96
109;"HeidelbergCement AG";"HeidelbergCement AG";"Zementwerk 1/1";"89601";"Schelklingen";"Germany";"SRID=4326;POINT(9.734678400266 48.368603119847)";"Cement";"ETS/EPRTR";803828.00;746000.00;1166707.12;1134.29;0.00;170.14;0.00;170.14
110;"Arctic Paper Mochenwangen GmbH";"Arctic Paper Mochenwangen GmbH";"Fabrikstr. 62";"88284";"Mochenwangen";"Germany";"SRID=4326;POINT(9.644004127783 47.882172083784)";"Paper and printing";"ETS/EPRTR";98503.00;;378949.16;578.95;57.89;0.00;0.00;57.89
111;"Verallia Saint-Gobain Oberland AG Glasfabrik";"Verallia Saint-Gobain Oberland AG Glasfabrik";"Oberlandstr. -";"88410";"Bad Wurzach";"Germany";"SRID=4326;POINT(9.875412031538 47.906067773352)";"Glass";"ETS/EPRTR";89292.00;;150236.12;241.21;0.00;48.24;0.00;48.24
112;"Holcim (Süddeutschland) GmbH";"Holcim (Süddeutschland) GmbH";"Dormettinger Strasse 25";"72359";"Dotternhausen";"Germany";"SRID=4326;POINT(8.779096107714 48.227041212247)";"Cement";"ETS/EPRTR";700686.00;495000.00;1016687.21;988.44;0.00;148.26;0.00;148.26
113;"Saarstahl AG";"Saarstahl AG - Werk Völklingen";"Bismarckstr. 57-59";"66333";"Völklingen";"Germany";"SRID=4326;POINT(6.847062770056 49.252005178441)";"Iron and steel";"ETS/EPRTR";366062.00;;855176.89;884.91;29.27;0.00;0.00;29.27
114;"AG der Dillinger Hüttenwerke";"AG der Dillinger Hüttenwerke";"Werkstrasse 1";"66763";"Dillingen";"Germany";"SRID=4326;POINT(6.754136982445 49.35717217044)";"Iron and steel";"ETS/EPRTR";746699.00;682000.00;1961614.92;1864.77;61.70;0.00;0.00;61.70
115;"ZKS Zentralkokerei Saar GmbH";"ZKS - Zentralkokerei Saar GmbH";"Werkstrasse 1";"66763";"Dillingen/Saar";"Germany";"SRID=4326;POINT(6.743575271043 49.347808343611)";"Iron and steel";"ETS/EPRTR";975238.00;975000.00;5557455.59;;0.00;0.00;0.00;0.00
116;"ROGESA Roheisengesellschaft Saar mbH";"ROGESA Roheisengesellschaft Saar mbH";"Werkstrasse 1";"66763";"Dillingen/Saar";"Germany";"SRID=4326;POINT(6.743652602675 49.352136986735)";"Iron and steel";"ETS/EPRTR";4223992.00;4230000.00;9867892.24;22794.01;630.31;1220.04;0.00;1850.36
117;"Sasol Germany GmbH";"Sasol Germany GmbH";"Fritz-Staiger-Str. 15";"25541";"Brunsbüttel";"Germany";"SRID=4326;POINT(9.157962897906 53.912877499535)";"Chemical industry";"ETS/EPRTR";149825.00;183000.00;;;0.00;0.00;0.00;0.00
118;"Bayer MaterialScience AG";"Bayer MaterialScience AG";"Fährstr. 51";"25541";"Brunsbüttel";"Germany";"SRID=4326;POINT(9.186596041222 53.901960856325)";"Chemical industry";"ETS/EPRTR";116927.00;216000.00;;;0.00;0.00;0.00;0.00
119;"Klesch Group LTD und Klesch Petroleum Holdings LTD";"Raffinerie Heide GmbH";"Meldorfer Str. 43";"25734";"Hemmingstedt";"Germany";"SRID=4326;POINT(9.079774431879 54.160831208767)";"Refineries";"ETS/EPRTR";955087.00;955000.00;;;0.00;0.00;0.00;0.00
120;"YARA Brunsbüttel GmbH";"YARA Brunsbüttel GmbH";"Holstendamm 2";"25572";"Büttel";"Germany";"SRID=4326;POINT(9.207870943919 53.910644344353)";"Chemical industry";"ETS/EPRTR";1456793.00;943000.00;;;0.00;0.00;0.00;0.00
121;"Holcim (Deutschland) AG";"Holcim (Deutschland) AG";"Sandweg 10";"25566";"Lägerdorf";"Germany";"SRID=4326;POINT(9.583268595991 53.874164917533)";"Cement";"ETS/EPRTR";1170680.00;1170000.00;1350000.00;2062.50;0.00;309.37;0.00;309.37
122;"Holborn Europa Raffinerie GmbH";"Holborn Europa Raffinerie GmbH";"Moorburger Strasse 16";"21079";"Hamburg";"Germany";"SRID=4326;POINT(9.951581894246 53.477085862413)";"Refineries";"ETS/EPRTR";736710.00;;;;0.00;0.00;0.00;0.00
123;"TRIMET ALUMINIUM SE, Niederlassung Hamburg";"TRIMET ALUMINIUM SE, Niederlassung Hamburg";"Aluminiumstrasse -";"21129";"Hamburg";"Germany";"SRID=4326;POINT(9.887209801551 53.512395480538)";"Non-ferrous metals";"ETS/EPRTR";261080.00;;;;0.00;0.00;0.00;0.00
124;"ArcelorMittal Duisburg GmbH";"ArcelorMittal Hamburg GmbH";"Dradenaustrasse 33";"21129";"Hamburg";"Germany";"SRID=4326;POINT(9.900051078411 53.524784970533)";"Iron and steel";"ETS/EPRTR";419519.00;;1146768.93;710.75;0.00;30.12;18.07;48.20
125;"Salzgitter Flachstahl GmbH Abt. Umweltschutz / 08 TUI";"Salzgitter Flachstahl GmbH Werk Salzgitter";"Eisenhüttenstr. 99";"38239";"Salzgitter";"Germany";"SRID=4326;POINT(10.403075314726 52.154764924299)";"Iron and steel";"ETS/EPRTR";4465254.00;8030000.00;11555816.43;20216.08;616.42;278.28;41.17;935.88
126;"FELS-WERKE GmbH";"FELS-WERKE GmbH Kalkwerk Münchehof";"Wildemannstr. 24";"38723";"Seesen";"Germany";"SRID=4326;POINT(10.190897449297 51.843585147378)";"Cement";"ETS/EPRTR";338262.00;338000.00;;;0.00;0.00;0.00;0.00
127;"Peiner Träger GmbH";"Peiner Träger GmbH";"Gerhard-Lucas-Meyer-Str. 10";"31226";"Peine";"Germany";"SRID=4326;POINT(10.238186117919 52.316356455016)";"Iron and steel";"ETS/EPRTR";172462.00;172000.00;402897.64;65.36;0.00;19.61;11.76;31.37
128;"Nordland Papier GmbH";"Nordland Papier GmbH Papierfabrik";"Nordlandallee 1";"26892";"Dörpen";"Germany";"SRID=4326;POINT(7.362360280933 52.977748722659)";"Paper and printing";"ETS/EPRTR";258470.00;259000.00;994355.41;1519.15;151.91;0.00;0.00;151.91
129;"Holcim (Deutschland) AG Werk Höver";"Holcim (Deutschland) AG Werk Höver";"Hannoversche Strasse 28";"31319";"Sehnde";"Germany";"SRID=4326;POINT(9.885933871191 52.3498313041)";"Cement";"ETS/EPRTR";624695.00;567000.00;906706.54;881.52;0.00;132.22;0.00;132.22
130;"Smurfit Kappa Hoya Papier und Karton GmbH";"Smurfit Kappa Hoya Papier und Karton GmbH";"Von-dem-Bussche-Strasse 1";"27318";"Hoya";"Germany";"SRID=4326;POINT(9.150202247849 52.811379870902)";"Paper and printing";"ETS/EPRTR";126310.00;126000.00;485924.99;742.38;74.23;0.00;0.00;74.23
131;"Ardagh Glass GmbH";"Ardagh Glass GmbH";"Lohplatz 1";"31683";"Obernkirchen";"Germany";"SRID=4326;POINT(9.140727455412 52.264368317363)";"Glass";"ETS/EPRTR";62991.00;;105984.00;170.16;0.00;34.03;0.00;34.03
132;"Sappi Alfeld GmbH";"Sappi Alfeld GmbH";"Mühlenmasch 1";"31061";"Alfeld (Leine)";"Germany";"SRID=4326;POINT(9.820763203704 51.985962565496)";"Paper and printing";"ETS/EPRTR";22729.00;113000.00;87440.33;133.58;13.35;0.00;0.00;13.35
133;"Papier- u. Kartonfabrik Varel GmbH & Co. KG";"Papier- u. Kartonfabrik Varel GmbH & Co. KG";"Dangaster Str. 38";"26316";"Varel";"Germany";"SRID=4326;POINT(8.132815870213 53.403055981143)";"Paper and printing";"ETS/EPRTR";290564.00;291000.00;1117823.67;1707.78;170.77;0.00;0.00;170.77
134;"Wilhelmshavener Raffineriegesellschaft mbH WRG";"Wilhelmshavener Raffineriegesellschaft mbH";"Raffineriestrasse 1";"26388";"Wilhelmshaven";"Germany";"SRID=4326;POINT(8.107498296845 53.617759858201)";"Refineries";"ETS/EPRTR";2234.00;;;;0.00;0.00;0.00;0.00
135;"BP Europa SE BP Lingen";"BP Europa SE BP Lingen";"Raffineriestrasse 1";"49808";"Lingen (Ems)";"Germany";"SRID=4326;POINT(7.311814640888 52.561854280894)";"Refineries";"ETS/EPRTR";1063092.00;1060000.00;;;0.00;0.00;0.00;0.00
136;"Georgsmarienhütte Holding GmbH";"Georgsmarienhütte GmbH";"Neue Hüttenstrasse 1";"49124";"Georgsmarienhütte";"Germany";"SRID=4326;POINT(8.049501107037 52.209144397156)";"Iron and steel";"ETS/EPRTR";143456.00;146000.00;335135.18;29.64;0.00;8.89;5.33;14.23
137;"Schoeller Technocell GmbH & Co. KG";"Schoeller Technocell GmbH & Co. KG";"Burg Gretesch";"49086";"Osnabrück";"Germany";"SRID=4326;POINT(8.120623702661 52.27459177893)";"Paper and printing";"ETS/EPRTR";157.00;104000.00;;0.92;0.00;0.00;0.00;0.00
138;"Ahlstrom Osnabrück GmbH";"Ahlstrom Osnabrück GmbH";"Römereschstrasse 33";"49090";"Osnabrück";"Germany";"SRID=4326;POINT(8.024236848746 52.294765310826)";"Paper and printing";"ETS/EPRTR";3260.00;;12541.48;19.16;1.91;0.00;0.00;1.91
139;"ArcelorMittal Bremen GmbH";"ArcelorMittal Bremen GmbH";"Carl-Benz-Strasse 30";"28237";"Bremen";"Germany";"SRID=4326;POINT(8.6867285296 53.124930440425)";"Iron and steel";"ETS/EPRTR";2455775.00;2967000.00;5894265.92;11629.21;359.48;249.15;0.00;608.63
140;"Outokumpu Nirosta GmbH";"ThyssenKrupp Nirosta GmbH";"Oberschlesienstr. 16";"47807";"Krefeld";"Germany";"SRID=4326;POINT(6.555853402878 51.301673958145)";"Iron and steel";"ETS/EPRTR";;122000.00;;;0.00;0.00;0.00;0.00
141;"Compo GmbH & Co.KG Werk Krefeld";"Compo Expert GmbH Werk Krefeld";"Ohlendorffstr. 29";"47809";"Krefeld";"Germany";"SRID=4326;POINT(6.671239669436 51.336952246286)";"Chemical industry";"ETS/EPRTR";16989.00;17015.80;;;0.00;0.00;0.00;0.00
142;"Henkel AG & Co. KGaA";"Henkel AG & Co. KGaA";"Henkelstrasse 67";"40589";"Düsseldorf";"Germany";"SRID=4326;POINT(6.839385487937 51.17555009337)";"Chemical industry";"ETS/EPRTR";;346000.00;;;0.00;0.00;0.00;0.00
143;"Hüttenwerke Krupp Mannesmann GmbH";"Hüttenwerke Krupp Mannesmann GmbH";"Ehinger Str. 200";"47259";"Duisburg";"Germany";"SRID=4326;POINT(6.712267332095 51.368231167703)";"Iron and steel";"ETS/EPRTR";4666233.00;4670000.00;10901034.95;24516.17;696.31;728.76;69.48;1494.55
144;"Oxea Deutschland GmbH";"Oxea Deutschland GmbH Werk Ruhrchemie";"Otto-Roelen-Str. 3";"46147";"Oberhausen";"Germany";"SRID=4326;POINT(6.798447932025 51.525502736518)";"Chemical industry";"ETS/EPRTR";;;;;0.00;0.00;0.00;0.00
145;"Hydro Aluminium Rolled Products GmbH";"Hydro Aluminium Rolled Products GmbH Rheinwerk";"Koblenzer Str. 122";"41468";"Neuss";"Germany";"SRID=4326;POINT(6.781833437002 51.148876549975)";"Non-ferrous metals";"ETS/EPRTR";304327.00;;;;0.00;0.00;0.00;0.00
146;"Aluminium Norf GmbH";"Aluminium Norf GmbH";"Koblenzer Str. 120";"41468";"Neuss";"Germany";"SRID=4326;POINT(6.769715655061 51.150489726469)";"Non-ferrous metals";"ETS/EPRTR";264449.00;151000.00;;;0.00;0.00;0.00;0.00
147;"ThyssenKrupp Steel AG";"ThyssenKrupp Steel AG Werk Hüttenheim";"Mannesmann-Str. Tor 9";"47259";"Duisburg";"Germany";"SRID=4326;POINT(6.713031317781 51.364145049263)";"Iron and steel";"ETS/EPRTR";84754.00;;197998.32;;0.00;0.00;0.00;0.00
148;"ThyssenKrupp Steel Europe AG";"ThyssenKrupp Steel Europe AG Werk Schwelgern";"Kaiser - Wilhelm - Strasse 100";"47166";"Duisburg";"Germany";"SRID=4326;POINT(6.735907483708 51.503690300069)";"Iron and steel";"ETS/EPRTR";8015583.00;4310000.00;18938712.19;35864.30;1186.65;0.00;0.00;1186.65
149;"Rheinkalk GmbH";"Rheinkalk GmbH Werk Flandersbach";"Am Kalkstein 1";"42489";"Wülfrath";"Germany";"SRID=4326;POINT(7.022492879035 51.280036222748)";"Cement";"ETS/EPRTR";1964856.00;1960000.00;;;0.00;0.00;0.00;0.00
150;"TRIMET Aluminium SE";"TRIMET Aluminium SE";"Aluminiumallee 1";"45356";"Essen";"Germany";"SRID=4326;POINT(6.968169747809 51.490049173793)";"Non-ferrous metals";"ETS/EPRTR";281099.00;285856.05;;;0.00;0.00;0.00;0.00
151;"TRIMET Aluminium SE";"TRIMET Aluminium SE, Niederlassung Voerde";"Schleusenstr. 11";"46562";"Voerde";"Germany";"SRID=4326;POINT(6.615408557069 51.625536046796)";"Non-ferrous metals";"ETS/EPRTR";166597.00;170856.05;;;0.00;0.00;0.00;0.00
152;"Sasol Solvents Germany GmbH Werk Moers";"Sasol Solvents Germany GmbH Werk Moers";"Römerstr. 733";"47443";"Moers";"Germany";"SRID=4326;POINT(6.646744134374 51.469692972283)";"Chemical industry";"ETS/EPRTR";7709.00;;;;0.00;0.00;0.00;0.00
153;"DK Recycling und Roheisen GmbH";"DK Recycling und Roheisen GmbH";"Werthauser Str. 182";"47053";"Duisburg";"Germany";"SRID=4326;POINT(6.741991277819 51.422282975055)";"Iron and steel";"ETS/EPRTR";273765.00;629000.00;879021.10;1064.31;30.22;49.15;0.00;79.37
154;"Kalkwerke H. Oetelshofen GmbH & Co. KG";"Kalkwerke H. Oetelshofen GmbH & Co. KG";"Hahnenfurth 5";"42327";"Wuppertal";"Germany";"SRID=4326;POINT(7.041902230593 51.24814879649)";"Cement";"ETS/EPRTR";269636.00;270000.00;;;0.00;0.00;0.00;0.00
155;"Saint-Gobain Oberland AG";"Verallia Saint-Gobain Oberland AG";"Ruhrglasstrasse 50";"45329";"Essen";"Germany";"SRID=4326;POINT(6.995643747934 51.530037100861)";"Glass";"ETS/EPRTR";105181.00;105000.00;176969.78;284.13;0.00;56.82;0.00;56.82
156;"Solvay GmbH";"Solvay Chemicals GmbH";"Xantener Strasse 237";"47495";"Rheinberg";"Germany";"SRID=4326;POINT(6.577889098779 51.564664684332)";"Chemical industry";"ETS/EPRTR";171320.00;809000.00;;;0.00;0.00;0.00;0.00
157;"Sasol-Huntsman GmbH & Co. KG";"Sasol-Huntsman GmbH & Co. KG";"Römerstr. 733";"47443";"Moers";"Germany";"SRID=4326;POINT(6.646744134374 51.469692972283)";"Chemical industry";"ETS/EPRTR";202637.00;203000.00;;;0.00;0.00;0.00;0.00
158;"voestalpine Bahnsysteme GmbH";"TSTG Schienen Technik GmbH & Co. KG";"Kaiser-Wilhelm-Strasse 100";"47166";"Duisburg";"Germany";"SRID=4326;POINT(6.737269564282 51.493068524573)";"Iron and steel";"ETS/EPRTR";;;;;0.00;0.00;0.00;0.00
159;"ArcelorMittal Ruhrort GmbH";"ArcelorMittal Ruhrort GmbH Werk Ruhrort";"Vohwinkelstrasse 107";"47137";"Duisburg";"Germany";"SRID=4326;POINT(6.749172902452 51.460831804253)";"Iron and steel";"ETS/EPRTR";206954.00;215000.00;483476.24;933.35;30.88;0.00;0.00;30.88
160;"Pruna Betreiber GmbH vertreten durch die KBS GmbH";"Pruna Betreiber GmbH vertreten durch die KBS GmbH Werk Schwelgern";"Alsumer Steig 100";"47166";"Duisburg";"Germany";"SRID=4326;POINT(6.728879811472 51.500991282169)";"Iron and steel";"ETS/EPRTR";2070677.00;2020000.00;11799884.21;;0.00;0.00;0.00;0.00
161;"LANXESS AG";"LANXESS Deutschland GmbH CHEMPARK Krefeld-Uerdingen";"Rheinuferstrasse 7-9";"47829";"Krefeld-Uerdingen";"Germany";"SRID=4326;POINT(6.662384531537 51.368190415311)";"Chemical industry";"ETS/EPRTR";8859.00;166000.00;;;0.00;0.00;0.00;0.00
162;"BASF SE";"BASF Personal Care and Nutrition GmbH";"Henkelstr. 67";"40589";"Düsseldorf-Holthausen";"Germany";"SRID=4326;POINT(6.839385487937 51.17555009337)";"Chemical industry";"ETS/EPRTR";335.00;103000.00;;;0.00;0.00;0.00;0.00
163;"Smurfit Kappa Zülpich Papier";"Smurfit Kappa Zülpich Papier  GmbH";"Bessenicher Weg -";"53909";"Zülpich";"Germany";"SRID=4326;POINT(6.65300591211 50.706591847106)";"Paper and printing";"ETS/EPRTR";237895.00;238000.00;915201.69;1398.22;139.82;0.00;0.00;139.82
164;"Eisenwerk Brühl GmbH";"Eisenwerk Brühl GmbH";"Kölnstrasse 262-266";"50321";"Brühl";"Germany";"SRID=4326;POINT(6.914540394452 50.841925316591)";"Iron and steel";"ETS/EPRTR";112834.00;;642991.70;;0.00;0.00;0.00;0.00
165;"Shell Deutschland Oil GmbH Rheinland Raffinerie Werk Nord";"Shell Deutschland Oil GmbH Rheinland Raffinerie Werk Nord";"Godorfer Hauptstr. 150";"50997";"Köln";"Germany";"SRID=4326;POINT(6.976845536443 50.854993374148)";"Refineries";"ETS/EPRTR";1392509.00;1380000.00;;;0.00;0.00;0.00;0.00
166;"Shell Deutschland Oil GmbH Rheinland Raffinerie, Werk Süd";"Shell Deutschland Oil GmbH Rheinland Raffinerie, Werk Süd";"Ludwigshafener Str. 1";"50389";"Wesseling";"Germany";"SRID=4326;POINT(7.005756278681 50.814110423487)";"Refineries";"ETS/EPRTR";1975074.00;1950000.00;;;0.00;0.00;0.00;0.00
167;"Metsä Board Zanders GmbH";"Metsä Board Zanders GmbH";"An der Gohrsmühle 25";"51465";"Bergisch Gladbach";"Germany";"SRID=4326;POINT(7.12707346583 50.988907256968)";"Paper and printing";"ETS/EPRTR";126044.00;122000.00;484901.66;740.82;74.08;0.00;0.00;74.08
168;"Evonik Degussa GmbH Werk Wesseling";"Evonik Degussa GmbH Werk Wesseling";"Brühler Str. 2";"50389";"Wesseling";"Germany";"SRID=4326;POINT(6.976286461669 50.834099903337)";"Chemical industry";"ETS/EPRTR";59468.00;163000.00;;;0.00;0.00;0.00;0.00
169;"Heinr. Aug. Schoeller Söhne GmbH & Co. KG Papierfabrik Schoellershammer";"Heinr. Aug. Schoeller Söhne GmbH & Co. KG Papierfabrik Schoellershammer";"Kreuzauer Strasse 18";"52355";"Düren";"Germany";"SRID=4326;POINT(6.489491280383 50.776516545993)";"Paper and printing";"ETS/EPRTR";138769.00;160000.00;533855.79;815.61;81.56;0.00;0.00;81.56
170;"Lanxess Deutschland GmbH";"Saltigo GmbH";"Chempark Leverkusen, Kaiser-Wilhelm-Allee 40";"51369";"Leverkusen";"Germany";"SRID=4326;POINT(6.983147050922 51.020605268269)";"Chemical industry";"ETS/EPRTR";126736.00;;;;0.00;0.00;0.00;0.00
171;"Holcim WestZement GmbH";"Holcim WestZement GmbH Werk: Kollenbach";"Am Kollenbach 27";"59269";"Beckum";"Germany";"SRID=4326;POINT(8.054028787701 51.765173727029)";"Cement";"ETS/EPRTR";614274.00;614000.00;891581.09;866.81;0.00;130.02;0.00;130.02
172;"INEOS Group Ltd";"INEOS Phenol GmbH";"Dechenstr. 3";"45966";"Gladbeck";"Germany";"SRID=4326;POINT(6.966962811027 51.596414721969)";"Chemical industry";"ETS/EPRTR";3668.00;;;;0.00;0.00;0.00;0.00
173;"Dyckerhoff GmbH";"Dyckerhoff Werksgruppe Nord, Werk Lengerich";"Lienener Str. 89";"49525";"Lengerich";"Germany";"SRID=4326;POINT(7.887827640548 52.174985890675)";"Cement";"ETS/EPRTR";1090865.00;1090000.00;1583323.75;1539.34;0.00;230.90;0.00;230.90
174;"Calcis Lienen GmbH & Co.KG";"Calcis Lienen GmbH & Co.KG";"Holperdorper Strasse 47";"49536";"Lienen";"Germany";"SRID=4326;POINT(7.969055930154 52.162740627713)";"Cement";"ETS/EPRTR";155334.00;155000.00;;;0.00;0.00;0.00;0.00
175;"Pilkington Deutschland AG Werk Gladbeck";"Pilkington Deutschland AG -Werk Gladbeck-";"Hegestr. 360";"45966";"Gladbeck";"Germany";"SRID=4326;POINT(6.933418967893 51.566233019694)";"Glass";"ETS/EPRTR";234154.00;234000.00;412502.15;1251.25;0.00;0.00;250.25;250.25
176;"Evonik Oxeno GmbH";"Evonik Oxeno GmbH";"Paul-Baumann-Str. 1";"45772";;"Germany";"SRID=4326;POINT(7.103039878748 51.67838615009)";"Chemical industry";"ETS/EPRTR";;;;;0.00;0.00;0.00;0.00
177;"Evonik Degussa GmbH";"Evonik Degussa GmbH";"Paul-Baumann-Str. 1";"45772";"Marl";"Germany";"SRID=4326;POINT(7.103039878748 51.67838615009)";"Chemical industry";"ETS/EPRTR";476624.00;2914236.00;;;0.00;0.00;0.00;0.00
178;"HeidelbergCement AG";"Heidelberg Cement AG - Zementwerk Paderborn";"Am Atlaswerk 16";"33106";"Paderborn";"Germany";"SRID=4326;POINT(8.747040907386 51.698988473224)";"Cement";"ETS/EPRTR";255022.00;255000.00;370148.81;359.86;0.00;53.98;0.00;53.98
179;;"Heinrich Meier Eisengiesserei GmbH & Co KG";"Auf der Welle 5-7";"32369";"Rahden";"Germany";"SRID=4326;POINT(8.625055766959 52.434720795183)";"Iron and steel";"ETS/EPRTR";26098.00;;148721.10;;0.00;0.00;0.00;0.00
180;"Reno De Medici Arnsberg GmbH";"Reno De Medici Arnsberg GmbH";"Hellefelderstr. 51";"59821";"Arnsberg";"Germany";"SRID=4326;POINT(8.07386488112 51.391134864036)";"Paper and printing";"ETS/EPRTR";199117.00;199000.00;766019.52;1170.30;117.03;0.00;0.00;117.03
181;"HeidelbergCement AG HeidelbergCement AG";"HeidelbergCement AG - Zementwerk Geseke (Milke)";"Bürener Strasse 46";"59590";"Geseke";"Germany";"SRID=4326;POINT(8.510658929854 51.618837296044)";"Cement";"ETS/EPRTR";639608.00;640000.00;927369.31;901.60;0.00;135.24;0.00;135.24
182;"Dyckerhoff GmbH";"Dyckerhoff Werksgruppe Nord, Werk Geseke";"Schneidweg 28-30";"59590";"Geseke";"Germany";"SRID=4326;POINT(8.504392880848 51.622560518514)";"Cement";"ETS/EPRTR";223115.00;223000.00;323837.76;314.84;0.00;47.22;0.00;47.22
183;"Portland-Zementwerke Seibel & Söhne GmbH&Co.KG";"Portland-Zementwerke Seibel & Söhne GmbH&Co. KG";"Berger Strasse 100";"59597";"Erwitte";"Germany";"SRID=4326;POINT(8.350702936159 51.598549700743)";"Cement";"ETS/EPRTR";304584.00;299000.00;441617.13;429.34;0.00;64.40;0.00;64.40
184;"Portland-Zementwerke Gebr. Seibel GmbH & Co. KG";"Portland-Zementwerke Gebr. Seibel GmbH & Co. KG";"Bahnhofstrasse 40";"59597";"Erwitte";"Germany";"SRID=4326;POINT(8.334681944652 51.597210144857)";"Cement";"ETS/EPRTR";362334.00;362000.00;525905.61;511.29;0.00;76.69;0.00;76.69
185;"Portlandzementwerk -Wittekind- Hugo Miebach Söhne KG";"Portlandzementwerk -Wittekind- Hugo Miebach Söhne KG";"Hüchtchenweg 1";"59597";"Erwitte";"Germany";"SRID=4326;POINT(8.334906520323 51.594684744811)";"Cement";"ETS/EPRTR";457526.00;437000.00;664070.97;645.62;0.00;96.84;0.00;96.84
186;"Rheinkalk GmbH";"Rheinkalk GmbH Werk Messinghausen";"Warburger Strasse 23";"59929";"Brilon";"Germany";"SRID=4326;POINT(8.684643406032 51.395008484304)";"Cement";"ETS/EPRTR";93051.00;;;;0.00;0.00;0.00;0.00
187;"Rheinkalk Hagen-Halden Betriebsführungs GmbH";"Rheinkalk Hagen-Halden GmbH & Co.KG Werk Hagen-Halden";"Dolomitstr. 10";"58099";"Hagen";"Germany";"SRID=4326;POINT(7.527958622225 51.377338239836)";"Cement";"ETS/EPRTR";;;;;0.00;0.00;0.00;0.00
188;"Deutsche Edelstahlwerke GmbH";"Deutsche Edelstahlwerke GmbH Werk Siegen";"Obere Kaiserstrasse -";"57078";"Siegen";"Germany";"SRID=4326;POINT(8.014246705028 50.917370904773)";"Iron and steel";"ETS/EPRTR";121642.00;;474755.75;24.62;0.00;7.38;4.43;11.81
189;"Sasol Solvents Germany GmbH - Werk Herne -";"Sasol Solvents Germany GmbH - Werk Herne -";"Shamrockstrasse 88";"44623";"Herne";"Germany";"SRID=4326;POINT(7.214329486948 51.534190915138)";"Chemical industry";"ETS/EPRTR";89432.00;;;;0.00;0.00;0.00;0.00
190;"Rheinkalk GmbH";"Lhoist Western Europe - Rheinkalk GmbH Werk Hönnetal";"Kalköfenstr. 18 - 20";"58710";"Menden";"Germany";"SRID=4326;POINT(7.841677494115 51.397702369138)";"Cement";"ETS/EPRTR";847195.00;847000.00;;;0.00;0.00;0.00;0.00
191;"Spenner Zement GmbH & Co. KG";"Spenner Zement GmbH & Co. KG";"Hüchtchenweg -";"59597";"Erwitte";"Germany";"SRID=4326;POINT(8.336126429637 51.601120725953)";"Cement";"ETS/EPRTR";729045.00;729000.00;850762.28;827.13;0.00;124.06;0.00;124.06
